J4UIY3	0.44
J4W3D1	0.532
J5J1L7	0.554
J4VZD4	0.647
J4W1X7	0.489
J5JGV7	0.651
J4URI8	0.493
J4KPD0	0.646
J5JG47	0.384
J4KNG9	0.654
J4WES0	0.371
J4KLJ6	0.643
J5JZS5	0.51
J5K037	0.573
J5JRB6	0.507
J5J3Y9	0.506
J5J884	0.504
J4VYP4	0.658
J4VSU4	0.507
J4WB32	0.536
J4VY79	0.664
J4USY9	0.617
J4UPT0	0.13
J4KLI3	0.609
J5JC73	0.628
J5JNN1	0.577
J4W3U4	0.577
J5JU29	0.597
J4W4H4	0.656
J4KQ04	0.275
J4W2U5	0.614
J5JFA5	0.661
J5JVK7	0.576
J4KN64	0.569
J5JH96	0.49
J4WB66	0.623
J4WL44	0.618
J4KM52	0.64
J4KLA0	0.498
J4UJZ3	1.718
J4KQV4	2.525
J4UV04	1.695
J5J9F5	1.585
J4WL40	1.876
J4WE25	1.647
J5JBP8	1.672
J5JXX4	1.629
J4KPR3	1.815
J5K4X3	1.52
J4WGY4	2.242
J4UW03	1.859
J5JWG1	1.55
J4KQY7	1.773
J4KM42	2.016
J4KM36	1.653
J4KPQ8	1.616
J5J2B7	4.762
J5JU06	1.572
J5JF85	2.646
J4VY50	1.736
J5JX28	1.736
J5JSI2	2.053
J5JET0	2.404
J4UJ07	1.623
J4UIU3	2.092
J4KPC9	3.46
J4KNQ0	1.908
J5JGH1	1.795
J5K4N9	1.631
J4VZK5	1.795
J4WLW2	1.515
J4KN49	1.595
J4KNI5	1.534
J4UHZ3	2.976
J4KR02	1.825
J4KLZ3	1.572
J4KP06	1.838
J5JEC6	1.541
J5JRW1	1.529
